172348137;Природонаучен Музеј; Музеј;42.005709;21.4174425
456998883;Магаза; Музеј;41.0299956;21.3350427
4238986474;Скупи; Археолошки локалитет;42.020606;21.3883384
10611885970;Суводолски Манастир; Манастир;41.0746204;21.5392561
2535153634;Спомен куќа на Страшо Пинџур; Музеј;41.4184594;22.0181317
6418857588;Кале; Археолошки локалитет;41.0043725;20.9282003
8174254367;Штрбовски Манастир; Манастир;40.9344321;21.1209598
4138358544;Бистрички Манастир; Манастир;40.979811;21.354975
8301124314;Чанишки Манастир; Манастир;41.1582009;21.6865781
8357427753;Градиште; Археолошки локалитет;41.2047717;21.6439389
8357427767;Бабо; Археолошки локалитет;41.1969315;21.6518979
8358710965;Вепрчански Манастир; Манастир;41.2713693;21.7624049
1923380094;Лесновски манастир; Манастир;42.0133138;22.2274526
10595004218;Црнобучки Манастир; Манастир;41.1213623;21.3356649
2520833439;Ел Калем; Музеј;41.987037;21.287509
7902979989;Крклински Манастир; Манастир;41.0687269;21.3165733
7472495220;Волковски Манастир; Манастир;41.304813;21.5657627
2279507279;Д-р Никола Незлобински; Музеј;41.1805738;20.6776078
6535106716;Бањичко Кале; Археолошки локалитет;41.6952366;21.628172
9080869837;Лешок; Археолошки локалитет;42.0669524;21.0268403
1951110047;Манастир Св. Пантелејом; Манастир;41.9685849;22.3090906
